매물번호,보증금,월세,층,위도,경도,주소,지하철역_거리(m),세탁소_거리(m),카페_거리(m),약국_거리(m),대형마트_거리(m),편의점_거리(m),버스정류장_거리(m)
47465133,300,41,2,35.8393791203819,128.753442571656,경상북도 경산시 조영동,349,26,16,194,1766,35,191
47464997,200,38,2,35.8395600746942,128.753491376098,경상북도 경산시 조영동,370,42,12,205,1778,55,171
47461941,200,35,3,35.8382540618816,128.759581754762,경상북도 경산시 조영동,645,466,38,190,2247,37,208
47459866,150,30,3,35.8402857670629,128.753193823108,경상북도 경산시 조영동,447,127,97,284,1789,115,106
47458193,100,29,3,35.8387129077117,128.754214977277,경상북도 경산시 조영동,297,75,52,93,1802,79,194
47458119,100,25,1,35.8396757827124,128.751891320114,경상북도 경산시 조영동,388,166,146,328,1653,33,235
47457248,200,30,2,35.8394036377066,128.759574723052,경상북도 경산시 압량읍 부적리,698,338,111,146,2283,39,92
47456847,300,38,1,35.8394648949222,128.753344636342,경상북도 경산시 조영동,357,39,21,207,1761,46,184
47455028,200,35,2,35.8409388484148,128.755745886485,경상북도 경산시 조영동,580,94,43,185,2027,12,162
47454894,200,30,2,35.8381181814194,128.752892687269,경상북도 경산시 대동,205,138,60,132,1667,48,149
47452350,100,23,1,35.8396364764127,128.755997171813,경상북도 경산시 조영동,469,134,59,113,1989,31,203
47452148,150,21,1,35.8397707966362,128.751369721666,경상북도 경산시 대동,411,214,188,362,1616,77,267
47451719,150,25,2,35.83977460595,128.751368034711,경상북도 경산시 대동,411,214,189,362,1616,78,267
47451449,400,40,2,35.840254898631,128.754444159127,경상북도 경산시 조영동,465,100,18,233,1888,125,105
47451438,400,48,2,35.840254898631,128.754444159127,경상북도 경산시 조영동,465,100,18,233,1888,125,105
47450613,150,28,2,35.8397815652292,128.7522565321,경상북도 경산시 조영동,393,140,124,306,1688,38,203
47450609,100,28,3,35.8401817579736,128.757037981394,경상북도 경산시 조영동,575,235,14,46,2099,82,97
47450199,100,23,3,35.839574379552445,128.75228860583343,경상북도 경산시 조영동,370,128,115,291,1680,19,218
47450147,100,25,2,35.8392456786841,128.752638724298,경상북도 경산시 조영동,331,90,68,245,1693,51,230
47450056,70,22,3,35.8394085706487,128.75306085859,경상북도 경산시 조영동,349,57,47,223,1736,52,198
47450005,100,23,2,35.83857217303779,128.7540283907432,경상북도 경산시 조영동,276,79,56,100,1781,75,176
47449999,100,23,2,35.84033082941843,128.75454521351983,경상북도 경산시 조영동,476,108,29,239,1900,122,103
47449924,200,25,1,35.8411130244437,128.753241470739,경상북도 경산시 임당동,539,180,155,361,1836,92,56
47449856,200,28,1,35.8406028435541,128.753992208087,경상북도 경산시 조영동,492,147,68,282,1869,154,53
47449698,150,28,4,35.83908753303081,128.75477457810248,경상북도 경산시 조영동,357,36,83,100,1864,109,235
47449659,100,30,1,35.839797029903,128.752944572847,경상북도 경산시 조영동,391,91,67,259,1744,82,164
47449626,100,25,3,35.8401962786308,128.752786690187,경상북도 경산시 조영동,436,134,107,300,1751,99,137
47449621,200,35,2,35.8387121160599,128.752515652388,경상북도 경산시 대동,273,115,43,206,1660,29,223
47449604,50,15,3,35.8431742483161,128.755358555563,경상북도 경산시 조영동,799,173,111,411,2117,170,259
47449596,150,28,3,35.8425632535581,128.753392368451,경상북도 경산시 조영동,701,189,263,463,1932,75,166
47449578,100,20,2,35.8381154476721,128.754728152999,경상북도 경산시 조영동,265,139,21,31,1824,107,143
47449573,100,22,1,35.8402118161175,128.752561707738,경상북도 경산시 조영동,438,148,123,315,1734,89,151
47449565,70,15,3,35.843278166185975,128.75067013383864,경상북도 경산시 임당동,803,340,104,687,1782,84,88
47449554,200,30,2,35.8394776528494,128.753581859678,경상북도 경산시 조영동,362,31,0,193,1782,48,179
47449553,300,40,2,35.8425554903905,128.759378184807,경상북도 경산시 압량읍 부적리,913,26,151,247,2400,106,67
47449546,200,29,3,35.8405656533677,128.75621099798,경상북도 경산시 조영동,565,152,41,126,2047,47,173
47449528,150,30,2,35.8399392915937,128.754434108685,경상북도 경산시 조영동,431,66,17,199,1873,114,136
47449516,100,19,2,35.8434321101939,128.75864529571,경상북도 경산시 압량읍 부적리,951,142,176,355,2387,33,142
47449507,100,30,1,35.8388113370615,128.754342753278,경상북도 경산시 조영동,312,64,54,92,1817,85,207
47449472,100,27,2,35.839548947749726,128.75106625821826,경상북도 경산시 대동,398,235,175,360,1581,97,303
47449458,100,26,4,35.8392444310931,128.751710960439,경상북도 경산시 대동,346,174,130,296,1617,45,280
47449444,100,27,3,35.83853659411959,128.7527615679409,경상북도 경산시 대동,251,108,29,178,1673,0,195
47447071,300,31,4,35.8426857229954,128.759444477589,경상북도 경산시 압량읍 부적리,928,32,161,249,2412,94,59
47444699,200,32,1,35.8373916178501,128.751631372461,경상북도 경산시 대동,166,271,54,165,1533,93,200
47444475,50,15,2,35.84160064025439,128.75175768894664,경상북도 경산시 임당동,600,305,186,479,1750,83,198
47440098,200,33,3,35.8387019652679,128.752093341208,경상북도 경산시 대동,278,150,76,228,1624,61,244
47436584,200,30,2,35.8380700486291,128.753004729904,경상북도 경산시 대동,200,138,49,122,1675,56,139
47435644,100,27,3,35.8408197089065,128.755382805088,경상북도 경산시 조영동,554,92,45,202,1992,41,133
47434932,100,22,3,35.8375630338451,128.759301887421,경상북도 경산시 조영동,598,472,57,231,2204,118,278
47427949,200,30,3,35.8402527935126,128.755895883513,경상북도 경산시 조영동,520,157,35,131,2007,61,199
47427231,200,33,3,35.8379030360881,128.753359061938,경상북도 경산시 대동,186,147,19,91,1699,85,108
47423781,100,25,3,35.8379801319868,128.758768610176,경상북도 경산시 조영동,566,410,42,167,2169,110,230
47422011,150,30,1,35.8388113370615,128.754342753278,경상북도 경산시 조영동,312,64,54,92,1817,85,207
47418764,200,30,4,35.8395670517361,128.756542236264,경상북도 경산시 조영동,494,181,46,68,2032,46,162
47418702,100,25,2,35.8379810484756,128.753082894221,경상북도 경산시 대동,191,145,37,110,1678,68,127
47415116,200,25,1,35.8380770370662,128.758741644323,경상북도 경산시 조영동,567,404,43,156,2169,107,220
47409584,200,39,3,35.8385243350289,128.757628464728,경상북도 경산시 조영동,497,292,109,93,2087,137,202
47409148,50,30,2,35.8383414822381,128.75138488667,경상북도 경산시 대동,265,225,44,243,1550,63,264
47405997,200,40,1,35.8395789669603,128.752004950788,경상북도 경산시 조영동,375,153,132,312,1658,18,235
47405596,200,28,2,35.8429280801075,128.755610114606,경상북도 경산시 조영동,780,151,76,377,2122,140,248
47402963,100,27,2,35.8393915726948,128.753676025275,경상북도 경산시 조영동,354,21,13,180,1786,42,187
47402340,100,25,2,35.8379801319868,128.758768610176,경상북도 경산시 조영동,566,410,42,167,2169,110,230
47401642,150,30,3,35.8389100140823,128.753632665483,경상북도 경산시 조영동,301,33,23,149,1761,23,213
47401431,100,23,1,35.8418565810807,128.750346600252,경상북도 경산시 임당동,660,380,78,586,1661,83,90
47396541,500,38,4,35.8420073986666,128.756732292862,경상북도 경산시 압량읍 부적리,727,150,71,245,2160,71,215
47396205,200,30,4,35.8385072824582,128.75876907188,경상북도 경산시 조영동,588,392,63,117,2185,90,172
47394894,200,35,3,35.8391006216776,128.753933785512,경상북도 경산시 조영동,329,29,12,141,1794,43,219
47392295,200,30,2,35.8388961375337,128.754243691486,경상북도 경산시 조영동,317,58,42,105,1812,73,215
47391132,70,20,3,35.8419777387697,128.75150579162,경상북도 경산시 임당동,645,330,146,526,1754,40,157
47384194,200,30,3,35.8396481238657,128.750815337615,경상북도 경산시 대동,418,259,194,383,1566,121,316
47383896,200,35,2,35.8394109796639,128.756350989335,경상북도 경산시 조영동,470,162,25,91,2010,25,186
47383871,100,30,2,35.8382793327244,128.750826530884,경상북도 경산시 대동,288,274,86,277,1501,44,303
47380872,200,32,3,35.8408042922804,128.756110901091,경상북도 경산시 조영동,583,127,42,151,2050,26,188
47380833,100,27,3,35.8408197089065,128.755382805088,경상북도 경산시 조영동,554,92,45,202,1992,41,133
47380807,200,29,3,35.8405882954972,128.75306269714,경상북도 경산시 조영동,480,162,132,319,1794,86,89
47380751,300,35,2,35.8383084411914,128.758945069379,경상북도 경산시 조영동,593,413,36,144,2194,79,193
47380736,200,34,3,35.8385243350289,128.757628464728,경상북도 경산시 조영동,497,292,109,93,2087,137,202
47378925,200,32,4,35.8369375397417,128.752292685289,경상북도 경산시 대동,89,280,51,93,1575,108,136
47375290,100,25,3,35.8385750023731,128.754032105073,경상북도 경산시 조영동,277,78,56,100,1781,75,176
47375171,200,40,2,35.83914658974855,128.7539392244491,경상북도 경산시 조영동,334,28,15,144,1797,45,214
47374786,200,32,3,35.838896137533,128.754243691486,경상북도 경산시 조영동,317,58,42,105,1812,73,215
47368155,400,43,2,35.8402548986317,128.754444159126,경상북도 경산시 조영동,465,100,18,233,1888,125,105
47361268,100,28,3,35.8390759800663,128.753461241684,경상북도 경산시 조영동,316,21,32,172,1754,2,224
47360988,100,25,1,35.838989834665,128.752936215772,경상북도 경산시 조영동,302,68,32,209,1707,47,235
47360862,200,30,2,35.837971403456,128.758915493752,경상북도 경산시 조영동,578,422,30,174,2181,101,231
47357098,300,30,3,35.8405578751805,128.753294767857,경상북도 경산시 조영동,478,154,113,305,1811,106,76
47351818,200,30,3,35.8394776528494,128.753581859678,경상북도 경산시 조영동,362,31,0,193,1782,48,179
47351706,100,30,2,35.8396757827131,128.751891320114,경상북도 경산시 조영동,388,166,146,328,1653,33,235
47345768,200,33,2,35.8393274548838,128.750769223077,경상북도 경산시 대동,388,259,165,361,1545,124,339
47344658,200,40,3,35.8401419079707,128.759453026634,경상북도 경산시 압량읍 부적리,734,256,47,104,2300,84,47
47344533,100,30,3,35.8390759800663,128.753461241684,경상북도 경산시 조영동,316,21,32,172,1754,2,224
47340157,200,37,3,35.8409824681273,128.755831843447,경상북도 경산시 조영동,588,95,49,182,2036,13,169
47338178,200,35,3,35.838213402208,128.75419113967,경상북도 경산시 조영동,247,121,32,77,1781,97,139
47337826,200,35,1,35.8395802688636,128.752860895366,경상북도 경산시 조영동,367,82,66,249,1727,67,188
47323885,200,36,2,35.8373292512927,128.751143623429,경상북도 경산시 대동,194,307,10,204,1490,113,242
47292208,200,34,3,35.8386709827854,128.757465920057,경상북도 경산시 조영동,493,273,99,84,2078,116,190
47291533,100,18,2,35.83841908447624,128.75833662789205,경상북도 경산시 조영동,548,357,88,107,2144,130,189
47291104,100,20,2,35.8394924999828,128.75295967281986,경상북도 경산시 조영동,358,69,56,236,1731,65,193
47265728,100,28,1,35.8394592642334,128.752137002163,경상북도 경산시 조영동,360,138,114,295,1662,0,237
47265660,150,30,2,35.839872435213685,128.75211809134353,경상북도 경산시 조영동,405,156,139,322,1681,46,206
47260407,300,34,3,35.8386210807544,128.756595744627,경상북도 경산시 조영동,426,202,32,144,2001,66,231
47259687,150,29,3,35.8400571031729,128.752937790713,경상북도 경산시 조영동,420,114,87,279,1757,98,140
47259595,200,35,2,35.8394034958635,128.756597837356,경상북도 경산시 조영동,484,184,33,73,2030,33,168
47258067,200,25,4,35.8379224373462,128.754239954949,경상북도 경산시 조영동,221,153,1,80,1775,67,110
47257061,100,23,1,35.8396364764134,128.755997171813,경상북도 경산시 조영동,469,134,59,113,1989,31,203
47226576,150,25,3,35.84012811592762,128.75583780006556,경상북도 경산시 조영동,506,144,46,131,1997,46,203
47222397,100,27,2,35.8396757827131,128.751891320114,경상북도 경산시 조영동,388,166,146,328,1653,33,235
47221890,100,25,1,35.83968841728706,128.751883851151,경상북도 경산시 조영동,389,167,148,328,1653,34,235
47217877,200,28,3,35.8400713261697,128.759110051194,경상북도 경산시 압량읍 부적리,704,268,78,75,2268,71,16
47216879,100,25,3,35.8375630338451,128.759301887421,경상북도 경산시 조영동,598,472,57,231,2204,118,278
47215948,200,35,3,35.8385426361364,128.750969103647,경상북도 경산시 대동,304,252,87,285,1524,70,307
47204071,200,30,1,35.8392368721204,128.753260820952,경상북도 경산시 조영동,331,34,39,197,1744,26,211
47198330,200,35,2,35.8388891117902,128.75218101222,경상북도 경산시 대동,297,136,76,239,1640,63,256
47191278,200,30,3,35.8394776528487,128.753581859678,경상북도 경산시 조영동,362,31,0,193,1782,48,179
47172765,200,37,1,35.8405578751805,128.753294767857,경상북도 경산시 조영동,478,154,113,305,1811,106,76
47172496,200,20,반지하,35.8399179068708,128.753084131462,경상북도 경산시 조영동,405,94,66,259,1762,100,146
47172291,100,21,1,35.8396364764127,128.755997171813,경상북도 경산시 조영동,469,134,59,113,1989,31,203
47171590,200,30,2,35.839801993885,128.754394784948,경상북도 경산시 조영동,416,51,32,186,1863,116,149
47166398,100,30,1,35.8389043000342,128.753036258949,경상북도 경산시 조영동,293,64,22,197,1711,42,223
47166298,70,17,3,35.8384280556348,128.757236901207,경상북도 경산시 조영동,462,263,73,118,2050,116,222
47142735,200,28,1,35.8429280801075,128.755610114606,경상북도 경산시 조영동,780,151,76,377,2122,140,248
47142471,70,17,3,35.8384280556348,128.757236901207,경상북도 경산시 조영동,462,263,73,118,2050,116,222
47085625,200,35,1,35.8395789669603,128.752004950788,경상북도 경산시 조영동,375,153,132,312,1658,18,235
47085571,200,40,1,35.8385164771662,128.752441848781,경상북도 경산시 대동,252,132,54,192,1645,29,208
47058469,200,39,2,35.84126662566593,128.75759822733897,경상북도 경산시 압량읍 부적리,700,225,92,134,2193,41,110
47032249,100,27,2,35.84095602720419,128.75690078594087,경상북도 경산시 압량읍 부적리,635,175,79,132,2122,63,130
47020053,200,35,2,35.8385243350289,128.757628464728,경상북도 경산시 조영동,497,292,109,93,2087,137,202
47016972,200,40,2,35.8395802688629,128.752860895366,경상북도 경산시 조영동,367,82,66,249,1727,67,188
47012228,100,30,3,35.8393289124989,128.752541949718,경상북도 경산시 조영동,341,100,80,258,1689,39,227
47012216,200,25,2,35.838725063147,128.753598381379,경상북도 경산시 조영동,280,53,41,142,1751,40,193
47012210,100,27,3,35.8405054370424,128.752954629771,경상북도 경산시 조영동,470,157,128,317,1781,83,103
46993588,200,40,1,35.8386590653368,128.752365636803,경상북도 경산시 대동,269,130,57,209,1645,38,225
46990459,200,30,1,35.8396628321716,128.752390043449,경상북도 경산시 조영동,379,124,109,289,1693,32,205
46974170,200,47,3,35.8388823282042,128.754016849471,경상북도 경산시 조영동,308,49,26,119,1792,54,210
46956933,100,23,3,35.8411681643322,128.7520005081445,경상북도 경산시 임당동,549,264,232,428,1743,31,168
46943805,200,23,2,35.8410516495897,128.758224198577,경상북도 경산시 압량읍 부적리,718,200,42,94,2235,49,52
46923564,300,40,2,35.8394648949215,128.753344636342,경상북도 경산시 조영동,357,39,21,207,1761,46,184
46877181,200,30,3,35.839893399373,128.756267557576,경상북도 경산시 조영동,506,166,70,88,2022,56,171
46760830,100,25,2,35.8396437468102,128.755117290019,경상북도 경산시 조영동,426,60,81,159,1916,52,195
