id,lat,lng
47711839,35.8396585497473,128.756435134109
47711348,35.8400713261704,128.759110051194
47711271,35.8399098694701,128.754437223397
47709109,35.8394776528494,128.753581859678
47708946,35.8408589934826,128.753735669256
47707969,35.8382044997829,128.754782238973
47707837,35.8402135342987,128.75631921638
47707530,35.8409388484148,128.755745886485
47707343,35.8392882215578,128.756432833482
47707306,35.8392882215578,128.756432833482
47706535,35.8396757827131,128.751891320114
47706325,35.83850842774,128.754524549134
47706321,35.8405656533684,128.756210997979
47706310,35.840091324207,128.759578183537
47706308,35.8393620622802,128.752425370001
47706191,35.837721345709,128.757911649358
47706057,35.8398192414954,128.755083308001
47705829,35.8391053339633,128.754777404951
47705819,35.8386598910617,128.753933155839
47705733,35.8409388484148,128.755745886485
47705731,35.8394972694718,128.756193307234
47705330,35.8413709870081,128.751668195445
47704981,35.8386598910617,128.753933155839
47704739,35.8392882215578,128.756432833482
47704281,35.8401097306674,128.756300327019
47704088,35.8375630338451,128.759301887421
47702892,35.8398192414954,128.755083308001
47702182,35.841308593750014,128.75582885742233
47701405,35.8408652469186,128.756533569361
47699946,35.8389804903932,128.751216554929
47699868,35.8405656533684,128.756210997979
47699836,35.8386709827854,128.757465920057
47698447,35.8425321797142,128.753533346217
47697655,35.8389685278027,128.758550172723
47696486,35.8394776528494,128.753581859678
47696318,35.8383699588863,128.757900399051
47696113,35.8387264464304,128.754441812874
47696037,35.8404514769857,128.753410400474
47695896,35.8399191547025,128.75240564293
47695315,35.8380546183089,128.752783830773
47694730,35.8389481016936,128.75469625201146
47694697,35.8407644449356,128.756654522964
47694651,35.8388113370615,128.754342753278
47693871,35.8395515831383,128.753245835575
47693808,35.8386841149951,128.758797655206
47690687,35.8409622597752,128.752445193237
47690236,35.8434670490915,128.752937582653
47690125,35.840096880667,128.751044328208
47689982,35.8396628321723,128.752390043449
47689866,35.8386709827854,128.757465920057
47689562,35.8415726717686,128.757627336635
47688985,35.8372434676934,128.752385623606
47687718,35.8373442163176,128.751458465619
47687333,35.8385434885277,128.754412993608
47687050,35.8387302961033,128.755171531912
47685804,35.8381154476728,128.754728152999
47685801,35.8409524353182,128.756665752015
47685797,35.8369375397417,128.752292685289
47685795,35.8408197089072,128.755382805088
47685790,35.8390467236721,128.753224541774
47685433,35.8390467236721,128.753224541774
47685420,35.840129470245,128.752455534077
47685412,35.8410454705292,128.755633581429
47685397,35.8385084277393,128.754524549135
47685383,35.8392551954616,128.753653877076
47684314,35.8382278221322,128.757877784884
47684292,35.8398574463641,128.75104470873
47683422,35.8394776528494,128.753581859678
47683082,35.8408817488998,128.753960832477
47682531,35.8384558973505,128.75450568527
47682520,35.83850842774,128.754524549134
47682497,35.8378143531169,128.751506539883
47682411,35.8393915726955,128.753676025275
47682248,35.8405656533677,128.75621099798
47681435,35.8388113370615,128.754342753278
47681399,35.8395802688636,128.752860895366
47680947,35.8373416662741,128.751157397615
47680315,35.8385715940321,128.758235413381
47678964,35.8380704794718,128.756572093403
47678264,35.840142938647,128.753928516271
47677441,35.8382375042062,128.75924175123
47677388,35.8382375042062,128.75924175123
47677268,35.8392954893512,128.758806395796
47677141,35.8392954893512,128.758806395796
47677018,35.8413709870081,128.751668195445
47676805,35.8388317018315,128.75313902133
47676591,35.8393226755748,128.753160894204
47676426,35.8372289660536,128.751736359274
47676415,35.8401549629342,128.754067782585
47676237,35.8395490262595,128.752624371781
47676031,35.8391617112148,128.752736367882
47674452,35.8386709827854,128.757465920057
47674357,35.838989834665,128.752936215772
47674323,35.8407889143547,128.752819873854
47670229,35.8399191547018,128.75240564293
47669823,35.8396585497466,128.756435134109
47669787,35.8378143531176,128.751506539883
47669709,35.8391661800249,128.754954929831
47669315,35.8393226755741,128.753160894204
47669311,35.8391617112148,128.752736367882
47669064,35.8373442163169,128.75145846562
47668584,35.8369375397417,128.752292685289
47667509,35.8419969790893,128.751947577142
47667419,35.8365245478869,128.751798777478
47667313,35.8394648949222,128.753344636342
47667142,35.8402130227582,128.754078246785
47666860,35.8434105769391,128.754836732304
47666767,35.8402527935126,128.755895883513
47666700,35.837971403456,128.758915493752
47666518,35.838264238299,128.750483351361
47665569,35.842516156933,128.754451803174
47665355,35.8388317018315,128.75313902133
47664337,35.8401097306666,128.756300327019
47664310,35.841113024443,128.75324147074
47664127,35.8366179531035,128.751684190437
47663979,35.8386841149951,128.758797655206
47663963,35.8410454705284,128.755633581429
47663896,35.8396372080342,128.753145793831
47663469,35.8386866609938,128.757749354472
47663218,35.8410480446987,128.75739895464
47662984,35.8410914635926,128.752310471508
47656038,35.8390693619185,128.755179556455
47655983,35.840679437334,128.756841563018
47655920,35.8398574463641,128.75104470873
47654597,35.8373442163176,128.751458465619
47654554,35.8428325198086,128.753811441547
47654526,35.8395802688636,128.752860895366
47654487,35.8396757827131,128.751891320114
47654391,35.8393915726955,128.753676025275
47653151,35.8418802910115,128.750599454567
47652660,35.84105300903321,128.75256347656295
47652651,35.8391053565248,128.751156772356
47652509,35.8409198102764,128.753495524023
47651129,35.8396585497473,128.756435134109
47650557,35.8373416662741,128.751157397615
47649938,35.8372434676927,128.752385623607
47649148,35.8393620622795,128.752425370001
47649077,35.8396364764127,128.755997171813
47648831,35.8392882215571,128.756432833482
47648795,35.8398180114622,128.756641064943
47648160,35.8378143531176,128.751506539883
47647350,35.8409388484148,128.755745886485
47645093,35.8393256084919,128.75253988499364
47645078,35.8395787535851,128.752859755329
47644966,35.840786196475506,128.75717593033517
47644943,35.839391954056,128.75367459498466
47644927,35.839244850212005,128.75263992343514
47644892,35.840786196475506,128.75717593033517
47644844,35.8413136850578,128.751401765899
47644640,35.8405597781913,128.755774494495
47644346,35.8395802688636,128.752860895366
47644329,35.8391617112148,128.752736367882
47644135,35.8395670517369,128.756542236264
47643957,35.8393226755748,128.753160894204
47643908,35.8408197089072,128.755382805088
47643788,35.8393226755748,128.753160894204
47643669,35.8396372080349,128.75314579383
47643488,35.840091324207,128.759578183537
47643405,35.8408042922797,128.756110901091
47643352,35.8399592628338,128.753424133811
47643348,35.8413709870074,128.751668195445
47643316,35.8415050540336,128.758356278472
47643296,35.8384686912828,128.757748528632
47643182,35.8395490262588,128.752624371781
47643161,35.8400713261697,128.759110051194
47643149,35.8398712495728,128.75211906128
47643100,35.8395699583325,128.756281785167
47642969,35.8388317018315,128.75313902133
47641273,35.8400713261704,128.759110051194
47641168,35.8383699588863,128.757900399051
47641032,35.8422696486298,128.758855470916
47640747,35.8392882215571,128.756432833482
47640705,35.8385060812861,128.759368089223
47640527,35.8401419079707,128.759453026634
47640518,35.8409824681273,128.755831843447
47640401,35.8381181814187,128.752892687269
47640310,35.8426857229954,128.759444477589
47640071,35.8407644449349,128.756654522964
47639999,35.84213558141,128.75142160989
47639819,35.8431061792383,128.751539240503
47639806,35.8428434782253,128.759058944733
47639769,35.8401419079707,128.759453026634
47639749,35.8415726717679,128.757627336635
47634495,35.8396628321723,128.752390043449
47634475,35.8389684806623,128.75269515277
47633723,35.8394956093357,128.759238550287
47629472,35.8373416662741,128.751157397615
47627940,35.8385750023731,128.754032105073
47627105,35.83932495117189,128.75253295898483
47625755,35.8379714034552,128.758915493752
47625606,35.8390348761498,128.757415294553
47624485,35.8388970552783,128.751475565832
47624304,35.8387092461318,128.750561523475
47624076,35.8389684806623,128.75269515277
47623307,35.8386866609946,128.757749354472
47623034,35.8395600746935,128.753491376099
47621782,35.83806215852456,128.7516798706624
47618088,35.8410475632123,128.755613706736
47617934,35.8400571031729,128.752937790713
47617908,35.8384452926271,128.751378647701
47617095,35.839801993885,128.754394784948
47615962,35.8407541005595,128.753278945171
47615705,35.8403923468347,128.753078083755
47615431,35.8420046547196,128.750648338535
47615225,35.8409805199581,128.753836842393
47614313,35.8419433633431,128.751638506761
47613198,35.8386281989666,128.754313930231
47613095,35.8392217870554,128.759495008596
47611509,35.8392217870554,128.759495008596
47610995,35.8395490262595,128.752624371781
47610353,35.8406172765717,128.753626980724
47609847,35.8395600746942,128.753491376098
47609724,35.8400571031729,128.752937790713
47609649,35.8394034958635,128.756597837356
47609569,35.840076312331,128.756958850487
47609530,35.8391053565248,128.751156772356
47609288,35.8392217870554,128.759495008596
47608858,35.8393226755741,128.753160894204
47608381,35.8404779001754,128.756894002318
47607381,35.8400763123303,128.756958850488
47607267,35.8382845661093,128.75295190369
47606390,35.8391053565248,128.751156772356
47604085,35.8391661800249,128.754954929831
